id,task1_1,task1_2,task1_3
merge_4385,4,4,4
merge_4385,3,2,4
merge_4386,3,4,5
merge_4386,4,5,3
merge_4386,4,3,4
merge_4386,4,3,5
merge_4386,4,4,4
merge_4386,3,2,3
merge_4388,2,2,3
merge_4388,4,3,4
merge_4388,4,4,4
merge_4391,3,3,3
merge_4391,4,3,4
merge_4391,3,3,3
merge_4394,4,2,3
merge_4394,5,1,5
merge_4394,4,2,4
merge_4398,4,1,3
merge_4398,4,2,3
merge_4398,4,5,4
merge_4404,4,5,4
merge_4404,3,1,2
merge_4404,4,4,3
merge_4404,4,4,5
merge_4404,4,4,4
merge_4404,3,2,3
merge_4405,3,4,3
merge_4405,3,3,3
merge_4405,3,4,4
merge_4405,3,3,3
merge_4405,4,3,4
merge_4407,4,4,3
merge_4407,4,3,4
merge_4407,4,2,2
merge_4409,3,2,3
merge_4409,2,3,4
merge_4409,3,4,4
merge_4411,4,3,4
merge_4411,3,3,3
merge_4411,3,4,3
merge_4411,4,5,4
merge_4411,4,4,4
merge_4411,3,2,4
merge_4414,3,4,3
merge_4414,3,3,4
merge_4414,4,3,3
merge_4414,4,4,4
merge_4414,4,5,4
merge_4414,4,4,4
merge_4419,4,4,5
merge_4419,3,2,3
merge_4419,4,4,3
merge_4421,3,3,3
merge_4421,4,3,4
merge_4421,4,3,3
merge_4421,4,3,4
merge_4424,5,1,5
merge_4424,4,3,4
merge_4424,4,3,4
merge_4424,4,4,4
merge_4426,4,4,5
merge_4426,1,1,1
merge_4426,4,2,3
merge_4429,4,3,4
merge_4429,4,4,3
merge_4429,4,2,4
merge_4429,4,2,2
merge_4429,3,3,3
merge_4429,1,2,3
merge_4429,3,4,4
merge_4429,3,3,4
merge_4429,4,5,5
merge_4433,2,2,2
merge_4433,3,2,2
merge_4433,4,2,4
merge_4437,3,2,3
merge_4437,4,4,3
merge_4437,5,3,5
merge_4442,2,3,4
merge_4442,3,4,4
merge_4442,4,3,4
merge_4445,2,3,4
merge_4445,3,3,4
merge_4445,3,3,4
merge_4445,4,5,5
merge_4445,4,3,4
merge_4445,5,5,5
merge_4446,4,3,4
merge_4446,4,4,4
merge_4446,2,2,3
merge_4448,2,2,3
merge_4448,4,3,4
merge_4448,3,2,2
merge_4448,2,3,4
merge_4456,3,4,5
merge_4456,3,2,3
merge_4456,4,3,3
merge_4459,3,3,4
merge_4459,3,3,2
merge_4459,4,3,4
merge_4459,4,2,4
merge_4459,4,3,4
merge_4459,4,3,4
merge_4459,3,4,4
merge_4459,3,3,3
merge_4459,5,4,5
merge_4459,3,3,4
merge_4459,3,2,2
merge_4459,4,4,4
merge_4462,4,3,4
merge_4462,3,3,3
merge_4462,3,3,3
merge_4465,5,5,5
merge_4465,3,2,4
merge_4465,4,3,4
merge_4466,4,4,4
merge_4466,3,3,4
merge_4466,3,4,3
merge_4471,4,3,4
merge_4471,4,4,4
merge_4471,4,4,4
merge_4471,4,5,4
merge_4471,4,4,5
merge_4471,4,4,3
merge_4473,4,3,5
merge_4473,5,1,5
merge_4473,4,3,4
merge_4475,3,4,4
merge_4475,3,4,3
merge_4475,2,2,2
merge_4475,5,5,4
merge_4475,2,3,3
merge_4475,4,3,4
merge_4476,4,4,3
merge_4476,4,3,2
merge_4476,3,2,3
merge_4476,4,3,4
merge_4476,4,4,4
merge_4477,2,4,4
merge_4477,4,1,4
merge_4477,3,3,4
merge_4483,1,1,1
merge_4483,5,3,4
merge_4483,4,3,4
merge_4486,4,4,4
merge_4486,3,2,3
merge_4486,3,3,4
merge_4487,4,4,4
merge_4487,4,4,3
merge_4487,4,3,4
merge_4487,2,2,3
merge_4487,3,3,4
merge_4487,4,3,3
merge_4490,3,3,4
merge_4490,3,4,4
merge_4490,4,2,4
merge_4492,2,2,3
merge_4492,4,3,4
merge_4492,4,4,4
merge_4495,3,5,4
merge_4495,3,2,2
merge_4495,2,1,5
merge_4497,2,3,2
merge_4497,3,4,5
merge_4497,4,2,4
merge_4497,4,4,4
merge_4497,5,5,5
merge_4497,3,2,3
merge_4500,4,4,4
merge_4500,4,4,4
merge_4500,3,3,2
merge_4500,4,3,4
merge_4500,4,3,4
merge_4500,4,4,4
merge_4506,4,4,4
merge_4506,2,3,4
merge_4506,3,3,4
merge_4513,3,3,3
merge_4513,3,2,3
merge_4513,4,3,4
merge_4518,3,4,3
merge_4518,4,3,4
merge_4518,3,2,3
merge_4528,5,1,5
merge_4528,3,3,3
merge_4528,3,2,2
merge_4528,4,3,4
merge_4528,4,2,4
merge_4528,3,4,4
merge_4529,4,2,4
merge_4529,3,2,3
merge_4529,4,4,4
merge_4529,3,4,4
merge_4529,4,2,4
merge_4529,4,2,4
merge_4530,3,4,2
merge_4530,4,2,2
merge_4530,3,2,4
merge_4534,4,4,4
merge_4534,3,3,4
merge_4534,3,3,4
merge_4541,4,3,4
merge_4541,4,5,4
merge_4541,4,3,4
merge_4542,5,2,5
merge_4542,4,3,4
merge_4542,4,4,4
merge_4542,5,1,5
merge_4542,4,3,4
merge_4542,4,3,4
merge_4544,4,5,4
merge_4544,4,2,4
merge_4544,4,3,3
merge_4545,3,3,3
merge_4545,3,3,2
merge_4545,3,3,4
merge_4550,4,3,4
merge_4550,4,4,3
merge_4550,4,2,4
merge_4561,5,5,5
merge_4561,4,5,3
merge_4561,3,2,4
merge_4561,3,3,4
merge_4561,2,4,3
merge_4561,2,3,2
merge_4561,4,4,4
merge_4561,4,4,4
merge_4562,4,4,4
merge_4562,3,3,3
merge_4562,4,3,4
merge_4563,3,3,4
merge_4563,3,3,4
merge_4563,3,2,3
merge_4563,3,3,5
merge_4563,3,3,4
merge_4563,4,4,4
merge_4565,4,3,4
merge_4565,3,2,2
merge_4565,3,3,3
merge_4570,3,3,4
merge_4570,4,4,4
merge_4570,4,4,4
merge_4573,3,3,4
merge_4573,3,2,3
merge_4573,3,1,4
merge_4574,3,3,4
merge_4574,3,3,3
merge_4574,3,3,3
merge_4576,4,4,5
merge_4576,2,3,4
merge_4576,2,4,2
merge_4576,2,3,2
merge_4580,3,3,4
merge_4580,4,4,3
merge_4580,3,3,3
merge_4580,3,2,4
merge_4580,4,1,4
merge_4580,4,3,4
merge_4582,4,2,2
merge_4582,4,2,4
merge_4582,4,4,4
merge_4584,4,3,3
merge_4584,4,3,4
merge_4584,2,3,4
merge_4585,5,3,4
merge_4585,3,3,3
merge_4585,5,1,5
merge_4590,3,4,3
merge_4590,2,3,3
merge_4590,5,4,5
merge_4590,3,3,3
merge_4590,4,2,3
merge_4590,3,3,4
merge_4595,2,3,4
merge_4595,3,3,3
merge_4595,4,2,4
merge_4600,4,3,4
merge_4600,5,4,5
merge_4600,4,4,4
merge_4601,4,3,4
merge_4601,3,2,3
merge_4601,3,2,3
merge_4601,4,4,5
merge_4601,3,3,3
merge_4601,3,3,4
merge_4601,3,4,5
merge_4601,4,4,4
merge_4601,4,1,4
merge_4602,4,2,3
merge_4602,4,4,4
merge_4602,4,3,3
merge_4602,3,4,3
merge_4602,2,3,2
merge_4602,4,3,4
merge_4608,2,4,3
merge_4608,4,2,3
merge_4608,3,2,3
merge_4612,4,2,3
merge_4612,4,1,3
merge_4612,4,4,3
merge_4612,4,3,4
merge_4612,4,2,4
merge_4612,4,5,4
merge_4613,5,1,5
merge_4613,4,3,4
merge_4613,4,3,4
merge_4615,4,2,3
merge_4615,2,5,3
merge_4615,3,3,3
merge_4616,4,4,4
merge_4616,5,1,5
merge_4616,4,3,2
merge_4618,4,2,4
merge_4618,4,2,3
merge_4618,4,3,4
merge_4621,4,3,4
merge_4621,2,3,3
merge_4621,3,4,3
merge_4630,3,3,3
merge_4630,4,4,3
merge_4630,3,3,4
merge_4631,4,4,4
merge_4631,3,3,3
merge_4631,2,3,4
merge_4633,3,3,4
merge_4633,4,3,3
merge_4633,4,4,4
merge_4646,4,3,4
merge_4646,3,3,3
merge_4646,4,4,4
merge_4646,3,2,3
merge_4646,3,3,4
merge_4646,3,3,3
merge_4647,4,3,4
merge_4647,3,4,4
merge_4647,4,4,4
merge_4649,4,3,4
merge_4649,4,3,4
merge_4649,3,3,2
merge_4650,1,1,1
merge_4650,4,2,4
merge_4650,4,3,4
merge_4651,4,3,3
merge_4651,3,5,5
merge_4651,4,2,4
merge_4656,3,2,4
merge_4656,4,2,5
merge_4656,4,4,4
merge_4657,4,3,4
merge_4657,4,2,4
merge_4657,5,5,3
merge_4662,3,3,3
merge_4662,3,3,3
merge_4662,4,3,4
merge_4663,4,2,4
merge_4663,3,4,4
merge_4663,4,2,4
merge_4670,4,3,4
merge_4670,2,2,2
merge_4670,3,3,3
merge_4671,4,2,4
merge_4671,4,4,5
merge_4671,4,4,4
merge_4671,4,2,4
merge_4671,4,4,3
merge_4671,5,5,5
merge_4672,4,2,4
merge_4672,5,4,4
merge_4672,4,4,4
merge_4677,4,1,3
merge_4677,3,2,4
merge_4677,4,2,4
merge_4677,4,4,5
merge_4677,4,4,4
merge_4677,3,3,4
merge_4680,4,2,3
merge_4680,4,3,3
merge_4680,4,4,3
merge_4680,5,4,4
merge_4680,4,4,3
merge_4680,4,2,4
merge_4685,4,3,4
merge_4685,3,4,4
merge_4685,2,2,3
merge_4686,3,4,3
merge_4686,3,3,3
merge_4686,4,4,3
merge_4686,3,3,4
merge_4686,3,3,4
merge_4686,4,3,4
merge_4689,2,2,2
merge_4689,5,2,5
merge_4689,2,5,4
merge_4689,3,2,4
merge_4689,4,3,3
merge_4689,3,1,4
merge_4692,4,4,4
merge_4692,2,2,3
merge_4692,4,3,4
merge_4694,4,3,4
merge_4694,3,3,3
merge_4694,4,4,5
merge_4695,4,3,5
merge_4695,4,3,4
merge_4695,3,4,4
merge_4701,4,4,3
merge_4701,5,5,4
merge_4701,3,3,3
merge_4703,4,3,4
merge_4703,3,4,3
merge_4703,4,3,4
merge_4706,5,4,5
merge_4706,5,3,3
merge_4706,4,3,4
merge_4710,4,3,4
merge_4710,4,4,3
merge_4710,4,5,5
merge_4712,5,5,4
merge_4712,5,4,4
merge_4712,3,3,4
merge_4713,2,1,2
merge_4713,3,3,4
merge_4713,4,2,4
merge_4713,3,3,4
merge_4713,3,3,3
merge_4713,3,4,4
merge_4717,4,3,4
merge_4717,2,3,3
merge_4718,3,2,2
merge_4718,4,3,4
merge_4718,5,3,2
merge_4719,3,3,4
merge_4719,2,3,1
merge_4719,4,3,4
merge_4719,3,3,3
merge_4724,4,2,4
merge_4724,4,2,2
merge_4724,4,5,3
merge_4726,4,4,4
merge_4726,3,3,4
merge_4726,4,3,3
merge_4726,4,4,5
merge_4726,4,2,3
merge_4726,3,3,4
merge_4727,5,5,5
merge_4727,3,3,4
merge_4727,5,1,4
merge_4730,4,4,4
merge_4730,3,3,3
merge_4730,4,2,3
merge_4733,4,4,4
merge_4733,2,2,3
merge_4733,3,4,3
merge_4734,3,3,3
merge_4734,5,5,5
merge_4734,2,3,4
merge_4738,4,3,4
merge_4738,4,3,4
merge_4738,3,3,3
merge_4738,4,2,3
merge_4738,3,3,2
merge_4738,4,4,4
merge_4741,4,5,5
merge_4741,4,4,4
merge_4741,3,2,4
merge_4742,4,2,4
merge_4742,4,2,2
merge_4742,3,3,4
merge_4743,4,5,4
merge_4743,4,3,3
merge_4743,4,4,5
merge_4743,4,2,4
merge_4743,4,3,4
merge_4743,4,4,3
merge_4745,2,3,3
merge_4745,4,3,4
merge_4745,3,2,2
merge_4746,3,3,3
merge_4746,3,3,4
merge_4746,4,5,5
merge_4748,3,3,4
merge_4748,5,5,5
merge_4748,4,4,4
merge_4751,5,2,5
merge_4751,3,4,3
merge_4751,5,2,2
merge_4751,2,3,4
merge_4754,4,3,4
merge_4754,3,5,3
merge_4754,3,4,3
merge_4756,3,3,4
merge_4756,3,3,3
merge_4756,4,3,4
merge_4759,3,3,3
merge_4759,4,2,4
merge_4759,3,3,4
merge_4759,3,4,4
merge_4759,3,4,3
merge_4759,4,3,4
merge_4766,4,3,4
merge_4766,3,3,3
merge_4766,3,3,3
merge_4768,2,3,3
merge_4768,5,5,5
merge_4768,5,1,5
merge_4768,3,3,4
merge_4768,4,5,5
merge_4768,3,2,3
merge_4772,3,4,3
merge_4772,4,5,4
merge_4772,4,2,3
merge_4773,4,2,3
merge_4773,4,3,4
merge_4773,3,4,3
merge_4776,5,3,3
merge_4776,3,3,3
merge_4776,3,3,4
merge_4778,3,3,4
merge_4778,4,2,4
merge_4778,4,2,3
merge_4779,5,5,5
merge_4779,4,3,4
merge_4779,5,5,5
merge_4779,4,2,2
merge_4779,3,3,3
merge_4779,3,2,4
merge_4780,4,4,3
merge_4780,3,2,3
merge_4780,3,3,3
merge_4781,3,3,3
merge_4781,4,2,4
merge_4781,4,3,4
merge_4782,5,5,5
merge_4782,5,2,4
merge_4782,3,2,4
merge_4782,4,3,4
merge_4782,4,4,5
merge_4782,4,3,4
merge_4786,4,4,5
merge_4786,4,3,4
merge_4786,4,3,5
merge_4786,2,2,2
merge_4786,5,1,5
merge_4786,3,2,3
merge_4790,4,3,4
merge_4790,4,3,4
merge_4790,2,2,3
merge_4790,5,1,4
merge_4790,4,4,5
merge_4790,4,2,4
merge_4790,4,3,4
merge_4790,3,2,2
merge_4790,3,2,2
merge_4795,4,2,4
merge_4795,4,3,4
merge_4795,3,2,2
merge_4798,4,2,4
merge_4798,4,3,3
merge_4798,4,5,5
merge_4800,2,3,2
merge_4800,3,3,3
merge_4800,3,3,3
merge_4805,4,3,4
merge_4805,4,5,4
merge_4805,3,3,3
merge_4811,4,4,3
merge_4811,4,5,4
merge_4811,4,3,4
merge_4811,5,4,4
merge_4811,2,3,4
merge_4811,3,3,3
merge_4814,3,4,5
merge_4814,4,5,3
merge_4814,3,4,3
merge_4817,3,2,3
merge_4817,3,2,4
merge_4817,3,3,3
merge_4818,3,2,3
merge_4818,4,4,4
merge_4818,4,3,4
merge_4818,2,3,2
merge_4818,3,2,3
merge_4818,3,2,4
merge_4818,3,3,4
merge_4818,4,5,4
merge_4818,4,5,4
merge_4820,3,2,3
merge_4820,4,3,4
merge_4820,3,3,4
merge_4820,3,3,3
merge_4820,3,4,3
merge_4824,4,3,3
merge_4824,5,4,4
merge_4824,4,3,4
merge_4832,3,3,3
merge_4832,4,3,4
merge_4832,3,2,3
merge_4832,4,4,4
merge_4832,4,4,3
merge_4832,4,4,5
merge_4837,4,4,5
merge_4837,4,3,4
merge_4837,3,4,3
merge_4852,4,4,4
merge_4852,4,3,4
merge_4852,3,3,3
merge_4856,3,4,4
merge_4856,5,5,5
merge_4856,2,3,4
merge_4858,3,1,4
merge_4858,3,3,4
merge_4858,2,3,4
merge_4858,4,4,4
merge_4858,4,4,4
merge_4858,4,2,2
merge_4865,4,5,3
merge_4865,3,3,3
merge_4866,5,4,5
merge_4866,4,4,4
merge_4866,4,5,3
merge_4866,4,3,4
merge_4866,4,3,4
merge_4866,4,2,4
merge_4866,4,3,4
merge_4866,3,4,4
merge_4866,4,3,5
merge_4867,4,3,3
merge_4867,4,3,4
merge_4867,4,4,4
merge_4871,3,5,3
merge_4871,4,4,4
merge_4871,4,2,3
merge_4878,5,4,5
merge_4878,3,4,4
merge_4878,3,3,4
merge_4881,3,4,3
merge_4881,4,3,4
merge_4881,4,4,4
merge_4884,4,4,4
merge_4884,3,2,4
merge_4884,4,4,4
merge_4889,3,5,3
merge_4889,3,3,4
merge_4889,4,3,4
merge_4889,4,2,3
merge_4889,3,2,2
merge_4889,2,3,3
merge_4890,3,3,2
merge_4890,3,3,3
merge_4890,2,2,3
merge_4893,4,4,4
merge_4893,3,2,3
merge_4893,3,3,4
merge_4894,5,4,4
merge_4894,4,4,4
merge_4894,4,3,4
merge_4897,4,3,4
merge_4897,4,4,4
merge_4897,4,4,4
merge_4899,4,3,4
merge_4899,3,3,4
merge_4899,4,2,3
merge_4900,4,4,3
merge_4900,3,3,3
merge_4900,3,2,2
merge_4901,4,3,3
merge_4901,4,3,4
merge_4901,4,3,4
merge_4904,4,2,4
merge_4904,2,2,2
merge_4904,4,5,4
merge_4906,5,2,2
merge_4906,2,3,4
merge_4906,1,4,4
merge_4908,4,3,4
merge_4908,3,2,4
merge_4908,4,5,4
merge_4913,4,4,4
merge_4913,3,3,4
merge_4913,4,4,3
merge_4914,4,3,4
merge_4914,4,3,4
merge_4914,4,3,3
merge_4917,2,2,3
merge_4917,5,4,5
merge_4917,4,2,4
merge_4917,4,4,4
merge_4917,4,4,4
merge_4917,3,4,3
merge_4918,3,3,3
merge_4918,3,2,4
merge_4918,4,4,4
merge_4918,4,2,4
merge_4922,4,3,4
merge_4922,1,1,1
merge_4922,3,2,4
merge_4926,2,3,4
merge_4926,5,1,5
merge_4926,4,4,4
merge_4927,3,4,3
merge_4927,2,3,3
merge_4927,3,2,4
merge_4935,3,3,4
merge_4935,4,5,4
merge_4935,5,1,4
merge_4935,3,3,5
merge_4935,4,4,2
merge_4935,4,4,3
merge_4935,5,2,3
merge_4935,4,2,3
merge_4935,4,2,4
merge_4946,3,2,4
merge_4946,3,4,4
merge_4946,4,1,4
merge_4948,4,4,4
merge_4948,4,5,4
merge_4948,3,3,4
merge_4954,3,2,4
merge_4954,4,4,4
merge_4954,5,5,5
merge_4955,4,3,3
merge_4955,4,4,4
merge_4955,4,4,3
merge_4955,3,4,3
merge_4955,2,5,4
merge_4955,3,2,3
merge_4956,5,4,5
merge_4956,4,3,4
merge_4956,5,2,4
merge_4960,4,4,4
merge_4960,3,2,3
merge_4960,3,3,4
merge_4965,4,4,4
merge_4965,3,3,4
merge_4965,4,4,4
merge_4972,4,3,4
merge_4972,4,2,4
merge_4972,3,4,3
merge_4972,3,2,3
merge_4972,4,4,5
merge_4972,4,4,4
merge_4973,5,5,5
merge_4973,4,2,3
merge_4973,5,1,5
merge_4973,2,3,4
merge_4973,3,3,3
merge_4973,3,3,3
merge_4973,3,3,2
merge_4982,3,2,3
merge_4982,4,4,4
merge_4982,3,3,3
merge_4982,3,3,4
merge_4983,4,3,3
merge_4983,4,3,4
merge_4983,5,4,4
merge_4983,3,2,3
merge_4983,3,3,4
merge_4983,4,4,4
merge_4984,5,5,4
merge_4984,5,4,4
merge_4984,4,3,4
merge_4989,4,2,4
merge_4989,2,3,4
merge_4989,4,1,5
merge_4989,3,4,3
merge_4989,5,1,5
merge_4989,3,2,3
merge_4989,2,2,4
merge_4989,3,3,4
merge_4989,2,1,2
merge_4991,3,4,5
merge_4991,2,3,4
merge_4991,4,5,4
merge_4991,5,1,4
merge_4991,3,3,4
merge_4991,3,3,3
merge_4994,4,2,3
merge_4994,4,3,4
merge_4994,5,5,5
merge_4995,4,4,4
merge_4995,5,5,5
merge_4995,4,2,3
merge_4997,4,4,3
merge_4997,3,2,4
merge_4997,5,2,5
merge_5001,4,3,4
merge_5001,3,4,4
merge_5001,4,2,2
merge_5003,3,3,3
merge_5003,2,3,3
merge_5003,4,4,5
merge_5003,4,5,4
merge_5003,4,4,4
merge_5003,2,3,4
merge_5003,4,3,2
merge_5003,3,3,3
merge_5003,4,3,4
merge_5003,3,3,4
merge_5003,3,3,4
merge_5003,4,3,4
merge_5004,4,4,4
merge_5004,3,3,3
merge_5004,3,3,4
merge_5006,3,4,4
merge_5006,2,3,3
merge_5006,4,3,4
merge_5006,3,3,4
merge_5006,4,3,3
merge_5006,5,3,4
merge_5007,4,4,4
merge_5007,4,5,5
merge_5007,4,3,4
merge_5009,4,4,5
merge_5009,4,4,4
merge_5017,4,1,3
merge_5017,4,3,4
merge_5017,3,3,3
merge_5030,5,5,5
merge_5030,4,3,4
merge_5030,3,3,4
merge_5030,3,2,4
merge_5030,3,3,3
merge_5030,3,3,3
merge_5032,4,3,4
merge_5032,5,4,2
merge_5032,5,3,4
merge_5032,4,3,4
merge_5032,4,4,4
merge_5032,3,2,3
merge_5033,4,3,4
merge_5033,4,3,4
merge_5033,4,4,3
merge_5033,4,5,4
merge_5033,4,2,4
merge_5033,4,2,4
merge_5038,5,4,4
merge_5038,3,2,4
merge_5038,3,3,3
merge_5042,5,1,5
merge_5042,3,3,3
merge_5042,4,3,4
merge_5049,3,2,2
merge_5049,3,3,3
merge_5049,3,2,4
merge_5051,4,3,4
merge_5051,4,2,4
merge_5051,4,5,4
merge_5051,3,3,3
merge_5051,4,4,4
merge_5051,3,2,3
merge_5051,4,4,4
merge_5051,4,3,4
merge_5051,4,4,3
merge_5051,3,3,3
merge_5052,4,4,2
merge_5052,3,3,4
merge_5052,4,4,4
merge_5054,4,3,4
merge_5054,3,4,3
merge_5054,3,4,4
merge_5056,4,2,3
merge_5056,4,3,5
merge_5056,3,3,3
merge_5057,3,3,4
merge_5057,4,4,3
merge_5057,3,2,3
merge_5057,3,4,3
merge_5057,3,2,3
merge_5057,4,2,2
merge_5058,4,4,4
merge_5058,4,3,4
merge_5058,2,2,3
merge_5063,3,3,3
merge_5063,5,3,4
merge_5063,4,4,4
merge_5063,3,3,4
merge_5063,4,4,4
merge_5063,5,3,4
merge_5065,4,4,4
merge_5065,4,1,4
merge_5065,4,3,4
merge_5066,3,2,2
merge_5066,4,5,5
merge_5066,4,2,4
merge_5068,4,4,3
merge_5068,4,3,4
merge_5068,4,3,4
merge_5069,4,3,4
merge_5069,5,3,2
merge_5069,4,3,3
merge_5071,5,5,4
merge_5071,3,3,3
merge_5071,3,3,4
merge_5075,4,4,3
merge_5075,3,3,2
merge_5075,4,2,3
merge_5078,3,4,4
merge_5078,3,3,4
merge_5078,4,1,4
merge_5080,5,5,5
merge_5080,4,4,4
merge_5080,3,3,4
merge_5080,3,1,3
merge_5080,4,4,4
merge_5080,4,2,3
merge_5086,4,5,5
merge_5086,4,4,4
merge_5086,3,3,3
merge_5086,4,3,5
merge_5086,3,3,4
merge_5086,4,3,4
merge_5087,4,2,4
merge_5087,3,4,3
merge_5087,4,3,4
merge_5091,4,3,4
merge_5091,4,1,4
merge_5091,4,4,3
merge_5091,3,4,3
merge_5091,3,3,3
merge_5091,3,2,4
merge_5098,3,3,2
merge_5098,4,2,4
merge_5098,4,4,3
merge_5101,3,2,4
merge_5101,3,3,3
merge_5101,2,2,4
merge_5102,3,3,3
merge_5102,3,3,4
merge_5102,3,3,3
merge_5111,3,5,5
merge_5111,4,3,4
merge_5111,3,4,3
merge_5112,3,4,4
merge_5112,4,3,3
merge_5112,2,2,3
merge_5119,4,4,4
merge_5119,3,2,3
merge_5119,3,3,4
merge_5120,4,4,4
merge_5120,2,2,2
merge_5120,3,4,4
merge_5120,4,2,4
merge_5120,3,3,3
merge_5120,5,5,5
merge_5120,3,3,4
merge_5120,3,3,4
merge_5120,4,4,4
merge_5128,4,4,4
merge_5128,3,3,4
merge_5128,3,5,2
merge_5132,4,2,4
merge_5132,4,5,3
merge_5132,3,3,4
merge_5134,3,3,3
merge_5134,4,2,2
merge_5134,4,3,4
merge_5138,4,2,3
merge_5138,5,1,4
merge_5138,4,5,5
merge_5140,4,3,4
merge_5140,1,1,1
merge_5140,5,4,5
merge_5140,5,4,4
merge_5140,4,3,4
merge_5140,2,2,3
merge_5141,3,4,2
merge_5141,4,4,4
merge_5141,3,3,4
merge_5142,4,4,4
merge_5142,3,3,4
merge_5142,5,5,4
merge_5147,5,4,4
merge_5147,3,3,4
merge_5147,5,5,5
merge_5147,4,3,4
merge_5147,4,5,3
merge_5147,3,3,4
merge_5154,3,3,4
merge_5154,4,2,4
merge_5154,4,4,4
merge_5157,4,2,4
merge_5157,4,4,4
merge_5157,3,3,4
merge_5159,2,2,2
merge_5159,5,3,4
merge_5159,3,4,2
merge_5160,4,4,4
merge_5160,4,3,4
merge_5160,4,5,5
merge_5161,5,4,5
merge_5161,5,4,4
merge_5161,4,3,4
merge_5162,4,4,3
merge_5162,4,5,4
merge_5162,4,3,4
merge_5163,5,1,4
merge_5163,3,2,3
merge_5163,4,3,4
merge_5163,4,3,4
merge_5163,3,3,2
merge_5163,3,3,3
merge_5163,4,2,5
merge_5163,3,5,4
merge_5163,3,3,3
merge_5164,4,3,4
merge_5164,3,3,4
merge_5164,5,3,4
merge_5172,3,3,2
merge_5172,3,3,3
merge_5172,3,3,4
merge_5173,4,3,3
merge_5173,4,4,4
merge_5173,3,3,4
merge_5184,4,3,4
merge_5184,3,4,3
merge_5184,5,4,5
merge_5187,5,3,3
merge_5187,2,3,3
merge_5187,4,3,4
merge_5187,4,3,4
merge_5195,5,5,5
merge_5195,4,4,4
merge_5195,3,3,4
merge_5199,4,3,4
merge_5199,3,4,4
merge_5199,4,3,4
merge_5199,4,3,4
merge_5199,4,5,4
merge_5199,4,2,3
merge_5205,4,4,4
merge_5205,4,3,4
merge_5205,3,2,3
merge_5207,4,5,4
merge_5207,4,3,4
merge_5207,3,3,4
merge_5208,3,4,3
merge_5208,3,4,3
merge_5208,4,4,5
merge_5209,2,2,2
merge_5209,4,5,4
merge_5209,4,3,4
merge_5213,2,3,4
merge_5213,3,2,2
merge_5213,3,3,2
merge_5215,4,2,5
merge_5215,2,2,4
merge_5215,4,2,3
merge_5227,4,4,4
merge_5227,4,4,4
merge_5227,4,2,3
merge_5232,5,5,5
merge_5232,4,3,3
merge_5232,4,2,3
merge_5233,3,3,3
merge_5233,3,3,4
merge_5233,4,5,4
merge_5234,3,3,3
merge_5234,4,4,4
merge_5243,3,3,3
merge_5243,3,2,3
merge_5243,4,3,4
merge_5245,3,3,2
merge_5245,4,3,4
merge_5245,4,4,5
merge_5247,4,3,3
merge_5247,1,3,4
merge_5247,4,3,4
merge_5248,4,3,4
merge_5248,4,4,4
merge_5248,3,3,3
merge_5251,3,3,3
merge_5251,4,2,3
merge_5251,2,2,3
merge_5251,3,2,2
merge_5251,4,4,4
merge_5251,3,3,3
merge_5253,3,3,4
merge_5253,5,3,4
merge_5253,4,2,4
merge_5255,3,3,4
merge_5255,4,4,4
merge_5255,4,4,4
merge_5255,3,4,3
merge_5255,3,3,3
merge_5255,4,3,4
merge_5255,4,2,3
merge_5255,3,3,2
merge_5255,4,4,4
merge_5259,4,4,3
merge_5259,4,4,4
merge_5259,3,2,4
merge_5261,4,4,3
merge_5261,4,4,5
merge_5261,2,3,4
merge_5262,3,3,4
merge_5262,5,4,5
merge_5262,5,3,4
merge_5263,4,4,4
merge_5263,3,2,4
merge_5263,4,4,4
merge_5267,3,3,4
merge_5267,4,2,4
merge_5267,4,3,4
merge_5268,4,4,4
merge_5268,3,3,4
merge_5268,4,3,3
merge_5273,3,4,3
merge_5273,4,3,4
merge_5273,3,3,3
merge_5273,4,2,4
merge_5275,5,1,4
merge_5275,3,3,3
merge_5275,3,3,4
merge_5275,5,2,3
merge_5275,4,3,4
merge_5275,3,2,3
merge_5276,2,3,4
merge_5276,4,3,3
merge_5276,3,3,3
merge_5278,3,4,3
merge_5278,2,3,2
merge_5279,4,3,4
merge_5279,4,4,4
merge_5279,4,3,4
merge_5280,4,4,4
merge_5280,4,3,4
merge_5280,4,2,4
merge_5283,3,2,2
merge_5283,3,5,4
merge_5283,5,1,5
merge_5285,4,5,4
merge_5285,4,2,3
merge_5285,4,5,5
merge_5287,4,3,4
merge_5287,3,3,4
merge_5287,4,3,4
merge_5292,4,4,4
merge_5292,3,3,4
merge_5292,4,4,4
merge_5292,3,3,3
merge_5292,4,2,4
merge_5292,4,3,4
merge_5293,3,5,4
merge_5293,3,2,3
merge_5293,4,5,4
merge_5294,3,3,4
merge_5294,4,3,4
merge_5294,3,3,4
merge_5295,4,3,4
merge_5295,3,2,2
merge_5295,3,2,4
merge_5296,4,3,4
merge_5296,4,4,3
merge_5296,4,4,4
merge_5297,3,3,4
merge_5297,5,5,5
merge_5297,4,2,4
merge_5302,3,4,3
merge_5302,4,2,4
merge_5302,4,3,4
merge_5304,4,5,4
merge_5304,4,3,3
merge_5304,4,3,4
merge_5307,2,2,3
merge_5307,3,4,3
